file,detected,matched_keywords
NomosTestfiles/Vim/Vim_b.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, licen[cs](e|ing)?, warrant(y|ies|ed|ing)?"
NomosTestfiles/Vim/Vim_a.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, public[\s-]domain, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b"
NomosTestfiles/MX4J/MX4J-1.0,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b"
NomosTestfiles/libtiff/libtiff-style_b.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/libtiff/libtiff_ref_a.txt,True,"Matched keywords: \bagreement\b, \bcopyright\b, \bdamages\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, require(s|d|ment|ments)?"
NomosTestfiles/libtiff/libtiff_no_IJG.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/libtiff/libtiff-style_a.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/libtiff/libtiff.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/YPL/YPL-1.1b.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/YPL/preamble-YPL-WebClient.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bsubject to\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/YPL/YPL-1.1.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/YPL/YPL-1.0.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/CATOSL/qp157.sep,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bopen source\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/CATOSL/CATOSL-1.1.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/CrystalStacker/CrystalStacker.txt,True,"Matched keywords: as[\s-]is, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b"
NomosTestfiles/AAL/AAL.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/AAL/LICENSE,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpermission\b, require(s|d|ment|ments)?, source (and|or)? ?binary, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/PostgreSQL/PostgreSQL.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bpermission\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/PostgreSQL/odbc_fdw.control,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?"
NomosTestfiles/RPSL/RPSL-1.0.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/RPSL/RPSL_v1.0_b.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/RPSL/RPSL_v1.0_a.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpatent\b, \bpermission\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/W3C/W3C-License.html,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpermission\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bterms and conditions\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/W3C/W3C-19980720.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), intellectual propert(y|ies)?, licen[cs](e|ing)?, \bpermission\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/W3C/W3C.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, \bgrant\b, intellectual propert(y|ies)?, licen[cs](e|ing)?, \bopen source\b, \bpermission\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/W3C/W3C-ref_b.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, warrant(y|ies|ed|ing)?"
NomosTestfiles/W3C/W3C-20150513.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), intellectual propert(y|ies)?, licen[cs](e|ing)?, \bpermission\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/W3C/W3C-ref_a.txt,True,"Matched keywords: redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, public[\s-]domain, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b"
NomosTestfiles/info-zip/unzip.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b"
NomosTestfiles/SCEA/SCEA-1.0.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/SISSL/SISSL.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/SISSL/SISSL-1.2.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Sun/SPL-1.0.txt,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Sun/24AF6529.license,True,"Matched keywords: acknowledg(e|ement|ements)?, \bagreement\b, as[\s-]is, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bopen source\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, \bterms and conditions\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Sun/Sun_a.txt,True,"Matched keywords: as[\s-]is, \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), require(s|d|ment|ments)?, source (and|or)? ?binary, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Sun/Sun_b.txt,True,"Matched keywords: as[\s-]is, \bdamages\b, [^e]liabilit(y|ies)?, \bsource code\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Sun/Sun.RPC.txt,True,"Matched keywords: as[\s-]is, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, licen[cs](e|ing)?, warrant(y|ies|ed|ing)?"
NomosTestfiles/Sun/sissl-1.1,True,"Matched keywords: \bagreement\b, as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, indemnif(i|y|ied|ication|ying)?, intellectual propert(y|ies)?, [^e]liabilit(y|ies)?, licen[cs](e|ing)?, \bpatent\b, require(s|d|ment|ments)?, \bsame terms\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsource code\b, \bsubject to\b, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/win_ce_semaphore.c,True,"Matched keywords: acknowledg(e|ement|ements)?, \bcopyright\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/Freeware/ac_define_dir.m4-BSD-lite,True,Matched keywords: licen[cs](e|ing)?
NomosTestfiles/Freeware/cidr.c,True,Matched keywords: \bcopyright\b
NomosTestfiles/Freeware/cblas.license,True,Matched keywords: as[\s-]is
NomosTestfiles/Freeware/drand48.c,True,"Matched keywords: as[\s-]is, \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/netical_wrap.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bpermission\b"
NomosTestfiles/Freeware/freeware-icu.txt,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b"
NomosTestfiles/Freeware/fft4g.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), require(s|d|ment|ments)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/cpld.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/tclLoadAix.c,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), \bsubject to\b"
NomosTestfiles/Freeware/lynxkdi.c,True,"Matched keywords: as[\s-]is, \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), source (and|or)? ?binary, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/s_erf.c,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bpermission\b"
NomosTestfiles/Freeware/selog_err.c,False,
NomosTestfiles/Freeware/Freeware_not_Public-domain.txt,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, public[\s-]domain, warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/app_exec.c,True,"Matched keywords: \bcopyright\b, \bopen source\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/Freeware/basename.c,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b, [^e]liabilit(y|ies)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/GSM-COPYRIGHT-BSD-lite,True,"Matched keywords: \bcopyright\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/dlfcn.h,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), licen[cs](e|ing)?, \bpermission\b, \bsubject to\b"
NomosTestfiles/Freeware/Freeware_d.txt,False,
NomosTestfiles/Freeware/snprintf.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), require(s|d|ment|ments)?, \bsource code\b"
NomosTestfiles/Freeware/Soundex.xs,True,"Matched keywords: \bcopyright\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/Freeware/newapa.sty,True,Matched keywords: \bcopyright\b
NomosTestfiles/Freeware/Freeware_c.txt,True,"Matched keywords: acknowledg(e|ement|ements)?, \bcopyright\b, \bopen source\b, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+)"
NomosTestfiles/Freeware/plbasename.c,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/Freeware_b.txt,False,
NomosTestfiles/Freeware/pg_dump.txt,True,Matched keywords: \bdamages\b
NomosTestfiles/Freeware/rules,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, \bpermission\b"
NomosTestfiles/Freeware/dircolors.hin,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bfree software\b"
NomosTestfiles/Freeware/Freeware_a.txt,True,"Matched keywords: \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/Makefile.in.in,True,"Matched keywords: \bcopyright\b, licen[cs](e|ing)?, public[\s-]domain, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/if_sppp.h,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bgrant\b, \bpermission\b, require(s|d|ment|ments)?, see[\s:-]*(https?://|file://|www\.|[A-Za-z0-9._/-]+), warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/hyphenex.us,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), \bException\b"
NomosTestfiles/Freeware/if_tun.h,True,"Matched keywords: \bcopyright\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing)"
NomosTestfiles/Freeware/de_win.RC,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bpermission\b, warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/vfs.c,True,"Matched keywords: as[\s-]is, \bcopyright\b, \bdamages\b, redistribut(e|ion|able|ing)?|distribut(e|ion|able|ing), [^e]liabilit(y|ies)?, warrant(y|ies|ed|ing)?, without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
NomosTestfiles/Freeware/update-leap.in,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), warrant(y|ies|ed|ing)?"
NomosTestfiles/Freeware/sparse_crc32.c,True,"Matched keywords: \bcopyright\b, deriv(e|ed|ation|ative|es|ing), without (fee|restrict(ion|ed)?|limit(ation|ed)?)"
